CreationTime,Id,Operation,OrganizationId,OrganizationName,OriginatingServer,Parameters,ExtendedProperties,RecordType,UserKey,UserType,Version,Workload,ClientIP,ActorIpAddress,ResultStatus,ObjectId,UserId,CorrelationId,EventSource,ItemType,UserAgent,EventData,WebId,ListId,ListItemId,SiteUrl,SourceFileExtension,SourceFileName,SourceRelativeUrl
12/18/2023 5:01:17 PM,837c87b0-bde3-4efb-be0a-08dbffeaf375,FileAccessed,6d0f5fa7-7e4f-417d-a8fe-07682da182e8,,,,,6,i:0h.f|membership|1234567890dd45@live.com,0,1,SharePoint,,,,https://contoso.sharepoint.com/teams/test/SiteAssets/__siteIcon__.jpg,test@contoso.sharepoint.com,cc00f9a0-408f-7000-deb4-a3f1f3f95ce4,SharePoint,File,Microsoft Office Excel/16.0.16924.20054 (Windows/10.0; Desktop x64; en-GB; Desktop app; HP/HP ProBook 440 14 inch G9 Notebo),,a3b121a2-06ef-4341-87af-e81b1abf7b8a,3c1bb20c-786e-4297-9351-27bc3622ae39,,https://contoso.sharepoint.com/teams/test/,jpg,__siteIcon__.jpg,SiteAssets
12/18/2023 4:58:32 PM,3a87000f-7885-4595-3030-08dbffea90dc,FileDownloaded,6d0f5fa7-7e4f-417d-a8fe-07682da182e8,,,,,6,i:0h.f|membership|1234567890dd45@live.com,0,1,OneDrive,,,,https://contoso-my.sharepoint.com/personal/user_test_contoso_co_uk/Documents/Microsoft Teams Chat Files/log-file-information_2023-12-18_1512.log,test@contoso.sharepoint.com,a400f9a0-502b-7000-c54e-c3797a253acd,SharePoint,File,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Teams/1.6.00.34456 Chrome/102.0.5005.197 Electron/19.1.8 Safari/537.36",,efb03cdc-a133-4523-9343-6b565833615a,3b063048-57a9-48bc-a453-5ae450cc0631,,https://contoso-my.sharepoint.com/personal/user_test_contoso_co_uk/,log,log-file-information_2023-12-18_1512.log,Documents/Microsoft Teams Chat Files
12/18/2023 4:58:32 PM,3a87000f-7885-4595-3030-08dbffea90dc,FileDownloaded,6d0f5fa7-7e4f-417d-a8fe-07682da182e8,,,,,6,i:0h.f|membership|1234567890dd45@live.com,0,1,OneDrive,,,,https://contoso-my.sharepoint.com/personal/user_test_contoso_co_uk/Documents/Microsoft Teams Chat Files/log-file-information_2023-12-18_1512.log,test@contoso.sharepoint.com,a400f9a0-502b-7000-c54e-c3797a253acd,SharePoint,File,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Teams/1.6.00.34456 Chrome/102.0.5005.197 Electron/19.1.8 Safari/537.36",,efb03cdc-a133-4523-9343-6b565833615a,3b063048-57a9-48bc-a453-5ae450cc0631,,https://contoso-my.sharepoint.com/personal/user_test_contoso_co_uk/,log,log-file-information_2023-12-18_1512.log,Documents/Microsoft Teams Chat Files
12/18/2023 5:01:12 PM,9f5bdc9c-72f8-409b-b6e8-08dbffeaf02d,FileDownloaded,6d0f5fa7-7e4f-417d-a8fe-07682da182e8,,,,,6,i:0h.f|membership|1234567890dd45@live.com,0,1,OneDrive,,,,https://contoso-my.sharepoint.com/personal/user_test_contoso_co_uk/Documents/Microsoft Teams Chat Files/log-file-information_2023-12-18_1512.log,test@contoso.sharepoint.com,cb00f9a0-2039-7000-d005-ac729b3f7700,SharePoint,File,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Teams/1.6.00.34456 Chrome/102.0.5005.197 Electron/19.1.8 Safari/537.36",,efb03cdc-a133-4523-9343-6b565833615a,3b063048-57a9-48bc-a453-5ae450cc0631,,https://contoso-my.sharepoint.com/personal/user_test_contoso_co_uk/,log,log-file-information_2023-12-18_1512.log,Documents/Microsoft Teams Chat Files
12/18/2023 5:01:12 PM,9f5bdc9c-72f8-409b-b6e8-08dbffeaf02d,FileDownloaded,6d0f5fa7-7e4f-417d-a8fe-07682da182e8,,,,,6,i:0h.f|membership|1234567890dd45@live.com,0,1,OneDrive,,,,https://contoso-my.sharepoint.com/personal/user_test_contoso_co_uk/Documents/Microsoft Teams Chat Files/log-file-information_2023-12-18_1512.log,test@contoso.sharepoint.com,cb00f9a0-2039-7000-d005-ac729b3f7700,SharePoint,File,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Teams/1.6.00.34456 Chrome/102.0.5005.197 Electron/19.1.8 Safari/537.36",,efb03cdc-a133-4523-9343-6b565833615a,3b063048-57a9-48bc-a453-5ae450cc0631,,https://contoso-my.sharepoint.com/personal/user_test_contoso_co_uk/,log,log-file-information_2023-12-18_1512.log,Documents/Microsoft Teams Chat Files
12/18/2023 4:57:47 PM,4feaef93-c03d-4c2e-ee90-08dbffea7670,FileUploaded,6d0f5fa7-7e4f-417d-a8fe-07682da182e8,,,,,6,i:0h.f|membership|1234567890dd45@live.com,0,1,OneDrive,,,,https://contoso-my.sharepoint.com/personal/user_test_contoso_co_uk/Documents/Microsoft Teams Chat Files/log-file-information_2023-12-18_1512.log,test@contoso.sharepoint.com,9900f9a0-4053-7000-d005-a02f9d93c00e,SharePoint,File,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Teams/1.6.00.34456 Chrome/102.0.5005.197 Electron/19.1.8 Safari/537.36",,efb03cdc-a133-4523-9343-6b565833615a,3b063048-57a9-48bc-a453-5ae450cc0631,,https://contoso-my.sharepoint.com/personal/user_test_contoso_co_uk/,log,log-file-information_2023-12-18_1512.log,Documents/Microsoft Teams Chat Files
12/18/2023 4:57:47 PM,4feaef93-c03d-4c2e-ee90-08dbffea7670,FileUploaded,6d0f5fa7-7e4f-417d-a8fe-07682da182e8,,,,,6,i:0h.f|membership|1234567890dd45@live.com,0,1,OneDrive,,,,https://contoso-my.sharepoint.com/personal/user_test_contoso_co_uk/Documents/Microsoft Teams Chat Files/log-file-information_2023-12-18_1512.log,test@contoso.sharepoint.com,9900f9a0-4053-7000-d005-a02f9d93c00e,SharePoint,File,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Teams/1.6.00.34456 Chrome/102.0.5005.197 Electron/19.1.8 Safari/537.36",,efb03cdc-a133-4523-9343-6b565833615a,3b063048-57a9-48bc-a453-5ae450cc0631,,https://contoso-my.sharepoint.com/personal/user_test_contoso_co_uk/,log,log-file-information_2023-12-18_1512.log,Documents/Microsoft Teams Chat Files
12/18/2023 4:57:59 PM,67b50d6d-80d0-4d90-318b-08dbffea7da4,GroupAdded,6d0f5fa7-7e4f-417d-a8fe-07682da182e8,,,,,4,i:0h.f|membership|1234567890dd45@live.com,0,1,OneDrive,,,,https://contoso-my.sharepoint.com/personal/user_test_contoso_co_uk,test@contoso.sharepoint.com,9c00f9a0-0028-7000-d005-a3033a8260e4,SharePoint,Site,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Teams/1.6.00.34456 Chrome/102.0.5005.197 Electron/19.1.8 Safari/537.36",,,,,,,,
12/18/2023 4:57:59 PM,67b50d6d-80d0-4d90-318b-08dbffea7da4,GroupAdded,6d0f5fa7-7e4f-417d-a8fe-07682da182e8,,,,,4,i:0h.f|membership|1234567890dd45@live.com,0,1,OneDrive,,,,https://contoso-my.sharepoint.com/personal/user_test_contoso_co_uk,test@contoso.sharepoint.com,9c00f9a0-0028-7000-d005-a3033a8260e4,SharePoint,Site,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Teams/1.6.00.34456 Chrome/102.0.5005.197 Electron/19.1.8 Safari/537.36",,,,,,,,
12/19/2023 12:14:39 PM,dbda8ac8-c1f7-446a-e9ed-08dc008c12e3,HardDelete,6d0f5fa7-7e4f-417d-a8fe-07682da182e8,contoso.onmicrosoft.com,"L0000000000000 (10.10.1000.000)
",,,3,1234567890dd45,0,1,Exchange,,,Succeeded,,test@contoso.sharepoint.com,00000000-0000-0000-0000-000000000000,,,,,,,,,,,
12/19/2023 12:14:39 PM,dbda8ac8-c1f7-446a-e9ed-08dc008c12e3,HardDelete,6d0f5fa7-7e4f-417d-a8fe-07682da182e8,contoso.onmicrosoft.com,"L0000000000000 (10.10.1000.000)
",,,3,1234567890dd45,0,1,Exchange,,,Succeeded,,test@contoso.sharepoint.com,00000000-0000-0000-0000-000000000000,,,,,,,,,,,
12/18/2023 2:40:36 PM,1faa2627-a1cc-4692-7b8f-08dbffd74c2f,HardDelete,6d0f5fa7-7e4f-417d-a8fe-07682da182e8,contoso.onmicrosoft.com,"L0000000000000 (10.10.1000.000)
",,,3,1234567890dd45,0,1,Exchange,,,Succeeded,,test@contoso.sharepoint.com,00000000-0000-0000-0000-000000000000,,,,,,,,,,,
12/18/2023 2:40:36 PM,1faa2627-a1cc-4692-7b8f-08dbffd74c2f,HardDelete,6d0f5fa7-7e4f-417d-a8fe-07682da182e8,contoso.onmicrosoft.com,"L0000000000000 (10.10.1000.000)
",,,3,1234567890dd45,0,1,Exchange,,,Succeeded,,test@contoso.sharepoint.com,00000000-0000-0000-0000-000000000000,,,,,,,,,,,
12/17/2023 5:44:52 PM,36002c00-69ed-4813-e5f6-08dbff27dfef,ManagedSyncClientAllowed,6d0f5fa7-7e4f-417d-a8fe-07682da182e8,,,,,4,i:0h.f|membership|1234567890dd45@live.com,0,1,SharePoint,,,,,test@contoso.sharepoint.com,e5b0f8a0-b057-7000-d8b2-0e4f5432e906,SharePoint,DocumentLibrary,Microsoft SkyDriveSync 23.246.1127.0002 ship; Windows NT 10.0 (19045),,a3b121a2-06ef-4341-87af-e81b1abf7b8a,,,,,,
12/17/2023 5:44:52 PM,1b401d4d-a079-4a71-d251-08dbff27dffb,ManagedSyncClientAllowed,6d0f5fa7-7e4f-417d-a8fe-07682da182e8,,,,,4,i:0h.f|membership|1234567890dd45@live.com,0,1,SharePoint,,,,,test@contoso.sharepoint.com,e5b0f8a0-905d-7000-d8b2-07f28e55efa8,SharePoint,DocumentLibrary,Microsoft SkyDriveSync 23.246.1127.0002 ship; Windows NT 10.0 (19045),,a3b121a2-06ef-4341-87af-e81b1abf7b8a,,,,,,
12/17/2023 5:44:53 PM,adaab429-ab55-4bb1-c02d-08dbff27e007,ManagedSyncClientAllowed,6d0f5fa7-7e4f-417d-a8fe-07682da182e8,,,,,4,i:0h.f|membership|1234567890dd45@live.com,0,1,SharePoint,,,,,test@contoso.sharepoint.com,e5b0f8a0-7062-7000-d8b2-06d72ee5619d,SharePoint,DocumentLibrary,Microsoft SkyDriveSync 23.246.1127.0002 ship; Windows NT 10.0 (19045),,a3b121a2-06ef-4341-87af-e81b1abf7b8a,,,,,,
12/17/2023 5:44:47 PM,1ac27106-62b5-40a0-f707-08dbff27dce9,ManagedSyncClientAllowed,6d0f5fa7-7e4f-417d-a8fe-07682da182e8,,,,,4,i:0h.f|membership|1234567890dd45@live.com,0,1,SharePoint,,,,,test@contoso.sharepoint.com,e4b0f8a0-b01a-7000-d8b2-01eb22e2c01d,SharePoint,DocumentLibrary,Microsoft SkyDriveSync 23.246.1127.0002 ship; Windows NT 10.0 (19045),,9e30e194-1205-4f78-93e9-c8f7f88abfe8,,,,,,
12/17/2023 5:44:47 PM,8538e96c-c164-4edc-88e4-08dbff27dcb5,ManagedSyncClientAllowed,6d0f5fa7-7e4f-417d-a8fe-07682da182e8,,,,,4,i:0h.f|membership|1234567890dd45@live.com,0,1,OneDrive,,,,,test@contoso.sharepoint.com,e4b0f8a0-3006-7000-d005-aa902f4d171e,SharePoint,DocumentLibrary,Microsoft SkyDriveSync 23.246.1127.0002 ship; Windows NT 10.0 (19045),,efb03cdc-a133-4523-9343-6b565833615a,,,,,,
12/17/2023 5:44:47 PM,2d278503-a61b-4758-8ce8-08dbff27dcf8,ManagedSyncClientAllowed,6d0f5fa7-7e4f-417d-a8fe-07682da182e8,,,,,4,i:0h.f|membership|1234567890dd45@live.com,0,1,SharePoint,,,,,test@contoso.sharepoint.com,e4b0f8a0-a020-7000-d005-a12c8aacb9b1,SharePoint,DocumentLibrary,Microsoft SkyDriveSync 23.246.1127.0002 ship; Windows NT 10.0 (19045),,a3b121a2-06ef-4341-87af-e81b1abf7b8a,,,,,,
12/17/2023 5:44:27 PM,5f77f098-1579-4d27-6ad2-08dbff27d095,ManagedSyncClientAllowed,6d0f5fa7-7e4f-417d-a8fe-07682da182e8,,,,,4,i:0h.f|membership|1234567890dd45@live.com,0,1,OneDrive,,,,,test@contoso.sharepoint.com,dfb0f8a0-c00d-7000-d005-af33656b524d,SharePoint,DocumentLibrary,Microsoft SkyDriveSync 23.246.1127.0002 ship; Windows NT 10.0 (19045),,efb03cdc-a133-4523-9343-6b565833615a,,,,,,
12/17/2023 5:44:47 PM,815888dd-68ba-411a-7389-08dbff27dcd9,ManagedSyncClientAllowed,6d0f5fa7-7e4f-417d-a8fe-07682da182e8,,,,,4,i:0h.f|membership|1234567890dd45@live.com,0,1,OneDrive,,,,,test@contoso.sharepoint.com,e4b0f8a0-e014-7000-d005-a340e1258832,SharePoint,DocumentLibrary,Microsoft SkyDriveSync 23.246.1127.0002 ship; Windows NT 10.0 (19045),,efb03cdc-a133-4523-9343-6b565833615a,,,,,,
12/18/2023 4:51:17 PM,6f7f4e5d-9bd2-49ec-45c6-08dbffe98dc0,ManagedSyncClientAllowed,6d0f5fa7-7e4f-417d-a8fe-07682da182e8,,,,,4,i:0h.f|membership|1234567890dd45@live.com,0,1,SharePoint,,,,,test@contoso.sharepoint.com,3a00f9a0-b00d-7000-d005-a0b7b396a329,SharePoint,DocumentLibrary,Microsoft SkyDriveSync 23.246.1127.0002 ship; Windows NT 10.0 (19045),,a3b121a2-06ef-4341-87af-e81b1abf7b8a,,,,,,
12/18/2023 4:51:17 PM,4df8c93a-60e1-4145-950b-08dbffe98daf,ManagedSyncClientAllowed,6d0f5fa7-7e4f-417d-a8fe-07682da182e8,,,,,4,i:0h.f|membership|1234567890dd45@live.com,0,1,SharePoint,,,,,test@contoso.sharepoint.com,3a00f9a0-e006-7000-d005-a11b54f49e46,SharePoint,DocumentLibrary,Microsoft SkyDriveSync 23.246.1127.0002 ship; Windows NT 10.0 (19045),,a3b121a2-06ef-4341-87af-e81b1abf7b8a,,,,,,
12/18/2023 4:51:17 PM,4b0e62e2-ef00-48ce-8426-08dbffe98d9c,ManagedSyncClientAllowed,6d0f5fa7-7e4f-417d-a8fe-07682da182e8,,,,,4,i:0h.f|membership|1234567890dd45@live.com,0,1,SharePoint,,,,,test@contoso.sharepoint.com,3900f9a0-10ff-7000-d005-a1572d2ea60b,SharePoint,DocumentLibrary,Microsoft SkyDriveSync 23.246.1127.0002 ship; Windows NT 10.0 (19045),,a3b121a2-06ef-4341-87af-e81b1abf7b8a,,,,,,
12/18/2023 4:51:17 PM,e009c239-2c7e-4e71-d113-08dbffe98d8b,ManagedSyncClientAllowed,6d0f5fa7-7e4f-417d-a8fe-07682da182e8,,,,,4,i:0h.f|membership|1234567890dd45@live.com,0,1,OneDrive,,,,,test@contoso.sharepoint.com,3900f9a0-30f9-7000-d005-a712a7e8374e,SharePoint,DocumentLibrary,Microsoft SkyDriveSync 23.246.1127.0002 ship; Windows NT 10.0 (19045),,efb03cdc-a133-4523-9343-6b565833615a,,,,,,
12/18/2023 3:41:55 PM,8bd88b5e-76ba-4096-de07-08dbffdfdd24,ManagedSyncClientAllowed,6d0f5fa7-7e4f-417d-a8fe-07682da182e8,,,,,4,i:0h.f|membership|1234567890dd45@live.com,0,1,SharePoint,,,,,test@contoso.sharepoint.com,41fcf8a0-30fe-7000-c54e-c914695d4191,SharePoint,DocumentLibrary,Microsoft SkyDriveSync 23.246.1127.0002 ship; Windows NT 10.0 (19045),,9e30e194-1205-4f78-93e9-c8f7f88abfe8,,,,,,
